,ticker,name,sectors,industry
723,INDIACEM,The India Cements Limited,Basic Materials,Building Materials
724,INDIAGLYCO,India Glycols Limited,Basic Materials,Chemicals
725,INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information
726,INDIANB,Indian Bank,Financial Services,Banks—Regional
727,INDIANCARD,The Indian Card Clothing Company Limited,Consumer Cyclical,Textile Manufacturing
728,INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,Engineering & Construction
729,INDIGO,InterGlobe Aviation Limited,Industrials,Airlines
730,INDIGOPNTS,Indigo Paints Limited,Basic Materials,Specialty Chemicals
731,INDLMETER,IMP Powers Limited,Industrials,Electrical Equipment & Parts
732,INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts
733,INDOAMIN,Indo Amines Limited,Basic Materials,Chemicals
734,INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,Chemicals
735,INDOCO,Indoco Remedies Limited,Healthcare,Drug Manufacturers—Specialty & Generic
736,INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Textile Manufacturing
737,INDOSTAR,IndoStar Capital Finance Limited,Financial Services,Credit Services
738,INDOTECH,Indo Tech Transformers Limited,Industrials,Electrical Equipment & Parts
739,INDOTHAI,Indo Thai Securities Limited,Financial Services,Capital Markets
740,INDOWIND,Indowind Energy Limited,Utilities,Utilities—Renewable
741,INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,Medical Care Facilities
742,INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers—Specialty & Generic
743,INDSWFTLTD,Ind-Swift Limited,Healthcare,Drug Manufacturers—Specialty & Generic
744,INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,Apparel Manufacturing
745,INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks—Regional
746,INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services
747,INEOSSTYRO,INEOS Styrolution India Limited,Basic Materials,Chemicals
748,INFIBEAM,Infibeam Avenues Limited,Technology,Software—Infrastructure
749,INFOBEAN,InfoBeans Technologies Limited,Technology,Software—Application
750,INFOMEDIA,Infomedia Press Limited,Financial Services,Shell Companies
751,INFY,Infosys Limited,Technology,Information Technology Services
752,INGERRAND,Ingersoll-Rand (India) Limited,Industrials,Specialty Industrial Machinery
753,INOXLEISUR,INOX Leisure Limited,Communication Services,Entertainment
754,INOXWIND,Inox Wind Limited,Industrials,Specialty Industrial Machinery
755,INSECTICID,Insecticides (India) Limited,Basic Materials,Agricultural Inputs
756,INSPIRISYS,Inspirisys Solutions Limited,Technology,Information Technology Services
757,INTELLECT,Intellect Design Arena Limited,Technology,Software—Application
758,INTENTECH,Intense Technologies Limited,Technology,Software—Infrastructure
759,INTLCONV,N/A,N/A,N/A
760,INVENTURE,Inventure Growth & Securities Limited,Financial Services,Capital Markets
761,IOB,Indian Overseas Bank,Financial Services,Banks—Regional
762,IOC,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing
763,IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers—Specialty & Generic
764,IONEXCHANG,Ion Exchange (India) Limited,Industrials,Pollution & Treatment Controls
765,IPCALAB,Ipca Laboratories Limited,Healthcare,Drug Manufacturers—Specialty & Generic
766,IPL,India Pesticides Limited,Basic Materials,Agricultural Inputs
767,IRB,IRB Infrastructure Developers Limited,Industrials,Infrastructure Operations
768,IRCON,Ircon International Limited,Industrials,Engineering & Construction
769,IRCTC,Indian Railway Catering & Tourism Corporation Limited,Industrials,Railroads
770,IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services
771,IRIS,IRIS Business Services Limited,Technology,Software—Application
772,IRISDOREME,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing
773,ISEC,ICICI Securities Limited,Financial Services,Capital Markets
774,ISFT,IntraSoft Technologies Limited,Consumer Cyclical,Internet Retail
775,ISGEC,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery
776,ISMTLTD,ISMT Limited,Basic Materials,Steel
777,ITC,ITC Limited,Consumer Defensive,Tobacco
778,ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging
779,ITDCEM,ITD Cementation India Limited,Industrials,Engineering & Construction
780,ITI,ITI Limited,Technology,Communication Equipment
781,IVC,IL&FS Investment Managers Limited,Financial Services,Financial Conglomerates
782,IVP,IVP Limited,Basic Materials,Specialty Chemicals
783,IWEL,Inox Wind Energy Limited,Industrials,Specialty Industrial Machinery
784,IZMO,IZMO Limited,Technology,Software—Application
785,J&KBANK,The Jammu and Kashmir Bank Limited,Financial Services,Banks—Regional
786,JAGRAN,Jagran Prakashan Limited,Communication Services,Publishing
787,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Drug Manufacturers—Specialty & Generic
788,JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,Steel
789,JAICORPLTD,Jai Corp Limited,Basic Materials,Specialty Chemicals
790,JAIPURKURT,N/A,N/A,N/A
791,JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,Auto Parts
792,JASH,Jash Engineering Limited,Industrials,Specialty Industrial Machinery
793,JAYAGROGN,Jayant Agro-Organics Limited,Basic Materials,Specialty Chemicals
794,JAYBARMARU,Jay Bharat Maruti Limited,Consumer Cyclical,Auto Parts
795,JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,Steel
796,JAYSREETEA,Jay Shree Tea & Industries Limited,Consumer Defensive,Farm Products
797,JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,Drug Manufacturers—Specialty & Generic
798,JBFIND,JBF Industries Limited,Consumer Cyclical,Textile Manufacturing
799,JBMA,JBM Auto Limited,Consumer Cyclical,Auto Parts
800,JCHAC,Johnson Controls-Hitachi Air Conditioning India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
801,JETAIRWAYS,Jet Airways (India) Limited,Industrials,Airlines
802,JETFREIGHT,Jet Freight Logistics Limited,Industrials,Integrated Freight & Logistics
803,JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,Household & Personal Products
804,JINDALPHOT,Jindal Photo Limited,Financial Services,Asset Management
805,JINDALPOLY,Jindal Poly Films Limited,Basic Materials,Specialty Chemicals
806,JINDALSAW,Jindal Saw Limited,Basic Materials,Steel
807,JINDALSTEL,Jindal Steel & Power Limited,Basic Materials,Steel
808,JINDRILL,Jindal Drilling & Industries Limited,Energy,Oil & Gas Equipment & Services
809,JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,Textile Manufacturing
810,JISLDVREQS,Jain Irrigation Systems Limited,Industrials,Farm & Heavy Construction Machinery
811,JISLJALEQS,Jain Irrigation Systems Limited,Industrials,Farm & Heavy Construction Machinery
812,JITFINFRA,JITF Infralogistics Limited,Industrials,Integrated Freight & Logistics
813,JKCEMENT,J.K. Cement Limited,Basic Materials,Building Materials
814,JKIL,J. Kumar Infraprojects Limited,Industrials,Engineering & Construction
815,JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,Building Materials
816,JKPAPER,JK Paper Limited,Basic Materials,Paper & Paper Products
817,JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts
818,JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Auto Parts
819,JMCPROJECT,JMC Projects (India) Limited,Industrials,Engineering & Construction
820,JMFINANCIL,JM Financial Limited,Financial Services,Capital Markets
821,JOCIL,Jocil Limited,Basic Materials,Specialty Chemicals
822,JPASSOCIAT,Jaiprakash Associates Limited,Industrials,Conglomerates
823,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,Asset Management
824,JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Utilities—Independent Power Producers
825,JSL,Jindal Stainless Limited,Basic Materials,Steel
826,JSLHISAR,Jindal Stainless (Hisar) Limited,Basic Materials,Steel
827,JSWENERGY,JSW Energy Limited,Utilities,Utilities—Independent Power Producers
828,JSWHL,JSW Holdings Limited,Industrials,Conglomerates
829,JSWISPL,JSW Ispat Special Products Limited,Basic Materials,Steel
830,JSWSTEEL,JSW Steel Limited,Basic Materials,Steel
831,JTEKTINDIA,JTEKT India Limited,Consumer Cyclical,Auto Parts
832,JTLINFRA,N/A,N/A,N/A
833,JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,Restaurants
834,JUBLINDS,Jubilant Industries Limited,Basic Materials,Specialty Chemicals
835,JUBLINGREA,Jubilant Ingrevia Limited,Healthcare,Biotechnology
836,JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,Drug Manufacturers—Specialty & Generic
837,JUSTDIAL,Just Dial Limited,Communication Services,Internet Content & Information
838,JWL,Jupiter Wagons Limited,Industrials,Railroads
839,JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products
840,JYOTISTRUC,Jyoti Structures Limited,Industrials,Specialty Industrial Machinery
841,KABRAEXTRU,Kabra Extrusiontechnik Limited,Industrials,Specialty Industrial Machinery
842,KAJARIACER,Kajaria Ceramics Limited,Industrials,Building Products & Equipment
843,KAKATCEM,Kakatiya Cement Sugar and Industries Limited,Basic Materials,Building Materials
844,KALPATPOWR,Kalpataru Power Transmission Limited,Industrials,Engineering & Construction
845,KALYANI,Kalyani Commercials Limited,Consumer Cyclical,Auto & Truck Dealerships
846,KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,Auto Parts
847,KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods
848,KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,Lodging
849,KAMDHENU,Kamdhenu Limited,Basic Materials,Steel
850,KANANIIND,Kanani Industries Limited,Consumer Cyclical,Luxury Goods
851,KANORICHEM,Kanoria Chemicals & Industries Limited,Basic Materials,Chemicals
852,KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,Packaging & Containers
853,KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,Specialty Chemicals
854,KAPSTON,Kapston Services Limited,Industrials,Specialty Business Services
855,KARMAENG,Karma Energy Limited,Utilities,Utilities—Renewable
856,KARURVYSYA,The Karur Vysya Bank Limited,Financial Services,Banks—Regional
857,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Industrials,Engineering & Construction
858,KAVVERITEL,Kavveri Telecom Products Limited,Technology,Communication Equipment
859,KAYA,Kaya Limited,Consumer Defensive,Household & Personal Products
860,KBCGLOBAL,KBC Global Limited,Real Estate,Real Estate—Development
861,KCP,The KCP Limited,Basic Materials,Building Materials
862,KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,Confectioners
863,KDDL,KDDL Limited,Consumer Cyclical,Luxury Goods
864,KEC,KEC International Limited,Industrials,Engineering & Construction
865,KECL,Kirloskar Electric Company Limited,Industrials,Specialty Industrial Machinery
866,KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,Education & Training Services
867,KEERTI,Keerti Knowledge and Skills Limited,Consumer Defensive,Education & Training Services
868,KEI,KEI Industries Limited,Industrials,Electrical Equipment & Parts
869,KELLTONTEC,Kellton Tech Solutions Limited,Technology,Software—Application
870,KENNAMET,Kennametal India Limited,Industrials,Tools & Accessories
871,KERNEX,Kernex Microsystems (India) Limited,Technology,Software—Application
872,KESORAMIND,Kesoram Industries Limited,Basic Materials,Building Materials
873,KEYFINSERV,Keynote Financial Services Limited,Financial Services,Capital Markets
874,KHADIM,Khadim India Limited,Consumer Cyclical,Footwear & Accessories
875,KHAICHEM,N/A,N/A,N/A
876,KHAITANLTD,Khaitan (India) Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
877,KHANDSE,Khandwala Securities Limited,Financial Services,Capital Markets
878,KICL,Kalyani Investment Company Limited,Financial Services,Asset Management
879,KILITCH,Kilitch Drugs (India) Limited,Healthcare,Drug Manufacturers—Specialty & Generic
880,KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities
881,KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals
882,KIOCL,KIOCL Limited,Basic Materials,Steel
883,KIRIINDUS,Kiri Industries Limited,Basic Materials,Specialty Chemicals
884,KIRLFER,Kirloskar Ferrous Industries Limited,Industrials,Metal Fabrication
885,KIRLOSBROS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery
886,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,Specialty Industrial Machinery
887,KIRLOSIND,Kirloskar Industries Limited,Industrials,Metal Fabrication
888,KITEX,Kitex Garments Limited,Consumer Cyclical,Apparel Manufacturing
889,KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,Apparel Manufacturing
890,KMSUGAR,K.M. Sugar Mills Limited,Consumer Defensive,Confectioners
891,KNRCON,KNR Constructions Limited,Industrials,Engineering & Construction
892,KOHINOOR,Kohinoor Foods Limited,Consumer Defensive,Packaged Foods
893,KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,Business Equipment & Supplies
894,KOLTEPATIL,Kolte-Patil Developers Limited,Real Estate,Real Estate—Development
895,KOPRAN,Kopran Limited,Healthcare,Drug Manufacturers—General
896,KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks—Regional
897,KOTARISUG,Kothari Sugars and Chemicals Limited,Consumer Defensive,Confectioners
898,KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials,Specialty Chemicals
899,KOTHARIPRO,Kothari Products Limited,Industrials,Conglomerates
900,KOVAI,Kovai Medical Center and Hospital Limited,Healthcare,Medical Care Facilities
901,KPIGREEN,KPI Green Energy Limited,Utilities,Utilities—Renewable
902,KPITTECH,KPIT Technologies Limited,Technology,Information Technology Services
903,KPRMILL,K.P.R. Mill Limited,Consumer Cyclical,Apparel Manufacturing
904,KRBL,KRBL Limited,Consumer Defensive,Packaged Foods
905,KREBSBIO,Krebs Biochemicals & Industries Limited,Healthcare,Drug Manufacturers—Specialty & Generic
906,KRIDHANINF,Kridhan Infra Limited,Basic Materials,Steel
907,KRISHANA,Krishana Phoschem Limited,Basic Materials,Agricultural Inputs
908,KRITI,Kriti Industries (India) Limited,Industrials,Building Products & Equipment
909,KRITIKA,Kritika Wires Limited,Basic Materials,Steel
910,KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research
911,KSB,KSB Limited,Industrials,Specialty Industrial Machinery
912,KSCL,Kaveri Seed Company Limited,Consumer Defensive,Farm Products
913,KSHITIJPOL,Kshitij Polyline Limited,Consumer Goods,Business Equipment
914,KSL,Kalyani Steels Limited,Basic Materials,Steel
915,KTKBANK,The Karnataka Bank Limited,Financial Services,Banks—Regional
916,KUANTUM,Kuantum Papers Limited,Basic Materials,Paper & Paper Products
917,L&TFH,L&T Finance Holdings Limited,Financial Services,Credit Services
918,LAGNAM,Lagnam Spintex Limited,Consumer Cyclical,Textile Manufacturing
919,LAKPRE,Lakshmi Precision Screws Limited,Industrials,Tools & Accessories
920,LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,Diagnostics & Research
921,LAMBODHARA,Lambodhara Textiles Limited,Consumer Cyclical,Textile Manufacturing
922,LANCER,N/A,N/A,N/A
923,LAOPALA,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
924,LASA,Lasa Supergenerics Limited,Healthcare,Drug Manufacturers—Specialty & Generic
925,LATENTVIEW,Latent View Analytics Limited,Industrials,Consulting Services
926,LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers—Specialty & Generic
927,LAXMICOT,Laxmi Cotspin Limited,Consumer Cyclical,Textile Manufacturing
928,LAXMIMACH,Lakshmi Machine Works Limited,Industrials,Specialty Industrial Machinery
929,LCCINFOTEC,LCC Infotech Limited,Consumer Defensive,Education & Training Services
930,LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging
931,LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial Services,Asset Management
932,LGBBROSLTD,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,Auto Parts
933,LGBFORGE,LGB Forge Limited,Industrials,Metal Fabrication
934,LIBAS,Libas Consumer Products Limited,Consumer Cyclical,Apparel Manufacturing
935,LIBERTSHOE,Liberty Shoes Ltd.,Consumer Cyclical,Footwear & Accessories
936,LICHSGFIN,LIC Housing Finance Limited,Financial Services,Mortgage Finance
937,LICI,Life Insurance Corporation of India,Financial Services,Insurance—Life
938,LIKHITHA,Likhitha Infrastructure Limited,Energy,Oil & Gas Equipment & Services
939,LINC,Linc Limited,Industrials,Business Equipment & Supplies
940,LINCOLN,Lincoln Pharmaceuticals Limited,Healthcare,Drug Manufacturers—Specialty & Generic
941,LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals
942,LODHA,Macrotech Developers Limited,Real Estate,Real Estate—Development
943,LOKESHMACH,Lokesh Machines Limited,Industrials,Specialty Industrial Machinery
944,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,Medical Care Facilities
945,LOVABLE,Lovable Lingerie Limited,Consumer Cyclical,Apparel Manufacturing
946,LOYALTEX,Loyal Textile Mills Limited,Consumer Cyclical,Textile Manufacturing
947,LPDC,Landmark Property Development Company Limited,Real Estate,Real Estate Services
948,LSIL,Lloyds Steels Industries Limited,Industrials,Specialty Industrial Machinery
949,LT,Larsen & Toubro Limited,Industrials,Engineering & Construction
950,LTI,Larsen & Toubro Infotech Limited,Technology,Information Technology Services
951,LTTS,L&T Technology Services Limited,Technology,Information Technology Services
952,LUMAXIND,Lumax Industries Limited,Consumer Cyclical,Auto Parts
953,LUMAXTECH,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts
954,LUPIN,Lupin Limited,Healthcare,Drug Manufacturers—Specialty & Generic
955,LUXIND,Lux Industries Limited,Consumer Cyclical,Apparel Manufacturing
956,LXCHEM,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals
957,LYKALABS,Lyka Labs Limited,Healthcare,Biotechnology
958,LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,Luxury Goods
959,M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers
960,M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services
961,MAANALU,Maan Aluminium Limited,Basic Materials,Aluminum
962,MACPOWER,Macpower CNC Machines Limited,Industrials,Specialty Industrial Machinery
963,MADHAV,Madhav Marbles and Granites Limited,Industrials,Building Products & Equipment
964,MADHUCON,Madhucon Projects Limited,Industrials,Engineering & Construction
965,MADRASFERT,Madras Fertilizers Limited,Basic Materials,Agricultural Inputs
966,MAGADSUGAR,Magadh Sugar & Energy Limited,Consumer Defensive,Confectioners
967,MAGNUM,Magnum Ventures Limited,Basic Materials,Paper & Paper Products
968,MAHABANK,Bank of Maharashtra,Financial Services,Banks—Regional
969,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services,Credit Services
970,MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,Steel
971,MAHEPC,Mahindra EPC Irrigation Limited,Industrials,Farm & Heavy Construction Machinery
972,MAHESHWARI,Maheshwari Logistics Limited,Industrials,Integrated Freight & Logistics
973,MAHINDCIE,Mahindra CIE Automotive Limited,Consumer Cyclical,Auto Parts
974,MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,Real Estate—Development
975,MAHLOG,Mahindra Logistics Limited,Industrials,Integrated Freight & Logistics
976,MAHSCOOTER,Maharashtra Scooters Ltd.,Consumer Cyclical,Auto Parts
977,MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,Steel
978,MAITHANALL,Maithan Alloys Limited,Basic Materials,Steel
979,MALLCOM,Mallcom (India) Limited,Industrials,Security & Protection Services
980,MALUPAPER,Malu Paper Mills Limited,Basic Materials,Paper & Paper Products
981,MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,Aluminum
982,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication
983,MANAKSIA,Manaksia Limited,Industrials,Metal Fabrication
984,MANAKSTEEL,Manaksia Steels Limited,Basic Materials,Steel
985,MANALIPETC,Manali Petrochemicals Limited,Basic Materials,Specialty Chemicals
986,MANAPPURAM,Manappuram Finance Limited,Financial Services,Credit Services
987,MANGALAM,Mangalam Drugs & Organics Limited,Healthcare,Drug Manufacturers—Specialty & Generic
988,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Basic Materials,Agricultural Inputs
989,MANGLMCEM,Mangalam Cement Limited,Basic Materials,Building Materials
990,MANINDS,Man Industries (India) Limited,Basic Materials,Steel
991,MANINFRA,Man Infraconstruction Limited,Industrials,Engineering & Construction
992,MANORAMA,Manorama Industries Limited,Consumer Defensive,Packaged Foods
993,MANORG,Mangalam Organics Limited,Basic Materials,Specialty Chemicals
994,MANUGRAPH,Manugraph India Limited,Industrials,Specialty Industrial Machinery
995,MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,Apparel Retail
996,MAPMYINDIA,C. E. Info Systems Limited,Technology,Software—Application
997,MARALOVER,Maral Overseas Limited,Consumer Cyclical,Textile Manufacturing
998,MARATHON,Marathon Nextgen Realty Limited,Real Estate,Real Estate—Development
999,MARICO,Marico Limited,Consumer Defensive,Household & Personal Products
1000,MARINE,Marine Electricals (India) Limited,Industrials,Marine Shipping
1001,MARKSANS,Marksans Pharma Limited,Healthcare,Drug Manufacturers—General
1002,MARSHALL,Marshall Machines Limited,Industrials,Specialty Industrial Machinery
1003,MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers
1004,MASFIN,MAS Financial Services Limited,Financial Services,Credit Services
1005,MASKINVEST,Mask Investments Limited,Financial Services,Capital Markets
1006,MASTEK,Mastek Limited,Technology,Information Technology Services
1007,MATRIMONY,Matrimony.com Limited,Communication Services,Internet Content & Information
1008,MAWANASUG,Mawana Sugars Limited,Consumer Defensive,Confectioners
1009,MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities
1010,MAXIND,Max India Limited,Healthcare,Medical Care Facilities
1011,MAXVIL,Max Ventures and Industries Limited,Consumer Cyclical,Packaging & Containers
1012,MAYURUNIQ,Mayur Uniquoters Limited,Consumer Cyclical,Textile Manufacturing
1013,MAZDA,Mazda Limited,Industrials,Specialty Industrial Machinery
1014,MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense
1015,MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs
1016,MBECL,McNally Bharat Engineering Company Limited,Industrials,Engineering & Construction
1017,MBLINFRA,MBL Infrastructures Limited,Industrials,Engineering & Construction
1018,MCDOWELL-N,United Spirits Limited,Consumer Defensive,Beverages—Wineries & Distilleries
1019,MCL,Madhav Copper Limited,Basic Materials,Copper
1020,MCLEODRUSS,McLeod Russel India Limited,Consumer Defensive,Packaged Foods
1021,MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges
1022,MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1023,MEDICO,Medico Remedies Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1024,MEDPLUS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers
1025,MEGASOFT,Megasoft Limited,Technology,Software—Application
1026,MEGASTAR,Megastar Foods Limited,Consumer Defensive,Packaged Foods
1027,MENONBE,Menon Bearings Limited,Consumer Cyclical,Auto Parts
1028,MEP,MEP Infrastructure Developers Limited,Industrials,Infrastructure Operations
1029,MERCATOR,Mercator Limited,Energy,Thermal Coal
1030,METALFORGE,Metalyst Forgings Limited,Industrials,Metal Fabrication
1031,METROBRAND,Metro Brands Limited,Consumer Cyclical,Footwear & Accessories
1032,METROPOLIS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research
1033,MFL,Meghmani Finechem Limited,Basic Materials,Chemicals
1034,MFSL,Max Financial Services Limited,Financial Services,Insurance—Life
1035,MGEL,Mangalam Global Enterprise Limited,Consumer Defensive,Farm Products
1036,MGL,Mahanagar Gas Limited,Utilities,Utilities—Regulated Gas
1037,MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,Textile Manufacturing
1038,MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,Resorts & Casinos
1039,MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,Steel
1040,MINDACORP,Minda Corporation Limited,Consumer Cyclical,Auto Parts
1041,MINDTECK,Mindteck (India) Limited,Technology,Information Technology Services
1042,MINDTREE,Mindtree Limited,Technology,Information Technology Services
1043,MIRCELECTR,MIRC Electronics Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1044,MIRZAINT,Mirza International Limited,Consumer Cyclical,Footwear & Accessories
1045,MITCON,MITCON Consultancy & Engineering Services Limited,Industrials,Engineering & Construction
1046,MITTAL,Mittal Life Style Limited,Consumer Cyclical,Textile Manufacturing
1047,MMFL,M M Forgings Limited,Industrials,Metal Fabrication
1048,MMP,MMP Industries Limited,Basic Materials,Aluminum
1049,MMTC,MMTC Limited,Industrials,Conglomerates
1050,MODIRUBBER,Modi Rubber Limited,Real Estate,Real Estate Services
1051,MODISONLTD,Modison Limited,Industrials,Electrical Equipment & Parts
1052,MOHITIND,Mohit Industries Limited,Consumer Cyclical,Textile Manufacturing
1053,MOIL,MOIL Limited,Basic Materials,Other Industrial Metals & Mining
1054,MOKSH,Moksh Ornaments Limited,Consumer Cyclical,Luxury Goods
1055,MOL,Meghmani Organics Limited,Basic Materials,Agricultural Inputs
1056,MOLDTECH,Mold-Tek Technologies Limited,Industrials,Engineering & Construction
1057,MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers
1058,MONARCH,Monarch Networth Capital Limited,Financial Services,Capital Markets
1059,MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing
1060,MORARJEE,Morarjee Textiles Limited,Consumer Cyclical,Textile Manufacturing
1061,MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1062,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts
1063,MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets
1064,MOTOGENFIN,The Motor & General Finance Limited,Real Estate,Real Estate—Diversified
1065,MPHASIS,Mphasis Limited,Technology,Information Technology Services
1066,MPSLTD,MPS Limited,Communication Services,Publishing
1067,MRF,MRF Limited,Consumer Cyclical,Auto Parts
1068,MRO-TEK,MRO-TEK Realty Limited,Technology,Communication Equipment
1069,MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas Refining & Marketing
1070,MSPL,MSP Steel & Power Limited,Basic Materials,Steel
1071,MSTCLTD,MSTC Limited,Industrials,Conglomerates
1072,MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts
1073,MTARTECH,MTAR Technologies Limited,Industrials,Specialty Industrial Machinery
1074,MTEDUCARE,MT Educare Limited,Consumer Defensive,Education & Training Services
1075,MTNL,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services
1076,MUKANDLTD,Mukand Limited,Basic Materials,Steel
1077,MUKTAARTS,Mukta Arts Limited,Communication Services,Entertainment
1078,MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical,Auto Parts
1079,MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,Auto Parts
1080,MURUDCERA,Murudeshwar Ceramics Ltd.,Industrials,Building Products & Equipment
1081,MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Credit Services
1082,MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services
1083,NACLIND,NACL Industries Limited,Basic Materials,Agricultural Inputs
